file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\owner\Visit.java,org.springframework.samples.petclinic.owner.Visit,class,6,9,3,6,5,2,0,1,2,0.5,0.4,0.4,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,1,19,2,0,0,0,0,3,0,3,0,2,0,0,0,0,29,1,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\vet\Specialty.java,org.springframework.samples.petclinic.vet.Specialty,class,3,4,1,3,0,3,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\owner\Owner.java,org.springframework.samples.petclinic.owner.Owner,class,15,20,5,15,22,3,0,16,60,0.80769235,0.115384616,0.26923078,13,0,13,0,0,0,13,0,0,0,4,0,0,4,0,0,0,0,0,69,10,2,1,0,0,17,2,9,0,7,3,0,0,0,68,1,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\model\Person.java,org.springframework.samples.petclinic.model.Person,class,4,7,3,4,4,2,2,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,16,2,0,0,0,0,2,0,2,0,2,0,0,0,0,20,1,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\owner\PetType.java,org.springframework.samples.petclinic.owner.PetType,class,3,7,4,3,0,3,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\owner\PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,class,6,6,0,6,5,1,0,3,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,18,2,1,0,0,0,1,1,2,1,2,2,0,0,0,57,1,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\vet\VetController.java,org.springframework.samples.petclinic.vet.VetController,class,11,12,1,11,5,1,0,12,4,0.4,0.33333334,0.33333334,5,0,3,2,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,30,4,0,0,0,0,8,2,7,1,7,0,0,0,0,33,0,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\owner\PetController.java,org.springframework.samples.petclinic.owner.PetController,class,18,18,0,18,16,1,0,14,5,0.5,0.44444445,0.62222224,10,0,10,0,0,0,10,0,0,0,2,1,0,2,0,0,2,0,0,54,9,0,2,0,0,25,0,4,0,4,1,0,0,0,53,0,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\owner\PetValidator.java,org.springframework.samples.petclinic.owner.PetValidator,class,5,6,1,5,6,1,0,7,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,19,1,0,2,0,0,4,0,3,0,3,1,0,0,0,44,1,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\owner\OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,class,19,20,1,19,18,1,0,22,18,0.5416667,0.4,0.46666667,12,0,10,2,0,0,10,0,0,0,2,1,0,2,0,0,2,0,0,76,14,0,3,0,0,32,3,11,3,10,1,0,0,0,90,0,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\system\CacheConfiguration.java,org.springframework.samples.petclinic.system.CacheConfiguration,class,5,5,0,5,2,1,0,3,1,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,1,0,0,0,1,59,0,0
C:\Users\draj0.CHANDRIKAV\Downloads\spring-petclinic-main\spring-petclinic-main\src\main\java\org\springframework\samples\petclinic\vet\Vet.java,org.springframework.samples.petclinic.vet.Vet,class,10,14,4,10,6,3,0,5,8,0.6,0.1,0.1,5,0,3,0,2,0,5,0,0,0,1,0,0,1,0,0,0,0,1,23,3,0,1,0,0,5,0,3,0,2,1,0,0,0,35,1,0
